imo,discharge_start_date,load_end_date,me_con_g,ae_con_g,ab_con_g,distance_nm
9696838,2024-10-29,2024-09-10,44356339.89507433,29017071.416666564,22130379.00000001,23360327.578898657
9707754,2024-11-02,2024-10-20,139697790.89034197,15777763.0833333,5024733.44444445,2324.8287808677405
9712917,2024-08-25,2024-07-18,663858379.1989509,69968846.99999975,6720865.000000005,9528.535750795982
9712917,2024-10-16,2024-09-04,636506869.4117532,66964132.083333544,5525802.77777778,9171.850896057458
9721437,2024-08-19,2024-07-28,252796607.2133277,26246561.24999995,10787956.333333343,3687.013763958149
9721437,2024-10-29,2024-10-10,235223905.17807505,22741950.833333332,5165219.5555555625,4042.3971811343135
9731717,2024-12-19,2024-11-18,304497006.8818391,58584485.37499967,22740238.88888897,5865.332230982524
9763992,2024-10-15,2024-08-24,844117506.3707255,61206506.8333333,16333314.777777746,10437.781740448449
9872470,2024-10-17,2024-09-07,729581220.8311969,70662802.16666679,6272503.222222218,9813.572084688514
9872470,2024-12-23,2024-11-08,575731171.6613957,76600273.74999967,8738887.777777782,9196.429592171695
1015325,2024-10-26,2024-09-10,,52347194.24999998,10156666.999999989,10338.07323198509
9265926,2024-11-07,2024-09-30,850080501.5510403,89059585.33333354,4076095.666666663,10320.939988483286
9317547,2024-09-10,2024-07-25,662063616.4873089,53553826.6250002,11451635.38888887,42612.4034296528
9399105,2024-10-06,2024-09-10,180476547.25356027,45892102.74999989,36023052.88888888,2567.881449795668
9464950,2024-12-20,2024-12-04,123997721.48976067,17747698.583333295,8080041.444444454,2262.4489453541714
9511052,2024-11-11,2024-10-02,535856075.0032961,76621015.79166673,3977136.7777777817,9807.57112459901
9515656,2024-09-29,2024-09-18,72108079.83992556,8633453.291666672,2776656.2777777817,1336.2284845758577
9537018,2024-11-25,2024-10-30,127037228.49654539,33018176.750000004,5690989.888888884,1939.7889716029845
9546459,2024-08-13,2024-06-28,700037704.8689613,103083928.99999997,4466946.444444443,10773.990618349559
9571272,2024-10-16,2024-09-08,329966056.9554375,31651971.541666746,7510360.111111126,5724.793562582827
9571272,2024-12-28,2024-11-07,427232028.8162078,36626236.83333327,5374566.055555565,8656.691102278868
9574365,2024-10-22,2024-10-01,150712355.19791293,16351442.791666668,7253002.777777783,3745.5636029063908
9575242,2024-07-10,2024-06-03,200333313.79092848,17321185.375000022,1710373.7777777768,2448.0286692423456
9593660,2024-08-06,2024-07-24,809285590.1225004,32427465.958333343,4406904.333333337,3174.75196658384
9604809,2024-07-02,2024-06-22,37898863.55570397,2420333.500000003,0.0,319.59760978787256
9609249,2024-12-13,2024-10-26,538183997.3383417,57974247.50000021,7152372.222222219,9908.317382576428
9612284,2024-10-23,2024-10-06,178300899.27133295,19260382.916666724,6596638.444444433,2529.0151585427425
9700809,2024-08-03,2024-07-03,147509254.990989,36304257.70833328,23535411.055555563,2604.858116821209
9703643,2024-12-05,2024-10-11,49957152332.00525,72204275.00000015,18665444.666666664,12030.035523422921
9735816,2024-10-01,2024-08-08,198954384.4472742,92453248.87500004,91236015.55555558,1120360.592815715
9748368,2024-10-27,2024-09-12,664949340.1643639,78693676.74999988,8419688.222222224,9626.607602868819
9831517,2024-09-17,2024-08-05,503229094.281826,51795320.41666691,8901719.44444445,10122.514863566152
9832688,2024-11-15,2024-11-02,86673461.13337255,13247692.791666655,6209062.055555552,1347.1125008682013
9873890,2024-09-15,2024-08-29,170202512.767358,17728206.16666663,7150626.888888886,2421.1186095623125
9409742,2024-07-02,2024-05-21,23556415.746121418,887388.666666667,0.0,287.2006308995807
9432141,2024-08-13,2024-07-07,281802801.13009816,32290481.166666735,1733679.8333333337,3667.5269687362575
9469900,2024-09-16,2024-07-20,828131241.975757,146399013.04166716,27456438.388888855,112199.45565001818
9479022,2024-12-11,2024-10-24,963583873.7119079,57037763.7916666,9321348.38888889,10173.758496651786
9528160,2024-09-14,2024-09-01,194169200.93941364,14386301.583333347,4898555.666666668,2438.275223191988
9571375,2024-08-25,2024-08-12,153496029.83699217,23002258.50000005,3606830.499999998,2220.528029191843
9571375,2024-10-10,2024-09-22,405802138.6549177,41861327.08333346,976785.9999999998,5236.013462033205
9571583,2024-11-08,2024-09-25,245070545.93020827,34162713.54166661,11235966.777777767,5878.932932035504
9626003,2024-08-31,2024-07-20,440331400.06101644,38833723.50000011,9901400.666666657,6484.1861901724815
9646742,2024-12-26,2024-11-23,414979640.4892133,36854859.16666666,8597657.444444437,6199.087342807924
9703825,2024-08-23,2024-07-30,557823399.5863268,29097477.500000034,5756955.5555555625,5689.105904359569
9708930,2024-12-07,2024-11-18,178982234.31868914,40169695.583333515,5779098.999999992,3338.2587051383125
9722467,2024-12-17,2024-10-17,232504768.60092735,52544434.58333338,33233868.555555563,3420.619734506579
9738519,2024-09-08,2024-08-30,93434593.69705859,16727182.33333334,9183587.0,1407.7096839345413
9738519,2024-10-11,2024-09-21,180268477.85852155,38054105.37499997,24412338.111111157,2626.48267537958
9738519,2024-12-09,2024-10-19,768777784.5207292,94151546.66666706,20784451.22222227,11219.647684907342
9754915,2024-08-13,2024-05-06,22239724.561076134,28008670.08333332,23176985.888888907,526.479910372357
9754915,2024-10-23,2024-09-24,300040795.67178184,31889699.833333246,1335820.333333334,5729.926291531046
9758375,2024-12-30,2024-10-30,861948319.3556795,104973742.24999991,54603760.111111075,10223.750975148585
9760160,2024-12-17,2024-10-18,660278150.9617734,113924120.91666582,35050479.1111111,19278.8066078742
9781085,2024-12-26,2024-12-05,226133083.39610878,31047134.62499998,13242707.222222256,2859.617167009618
9799707,2024-11-23,2024-10-09,551233426.716748,53590616.083333515,7536283.222222223,10274.060562405033
9815977,2024-07-22,2024-05-28,7458.638621443641,24567707.125000004,22271311.833333332,9859.378883136342
9830135,2024-08-22,2024-07-31,89260646.17593043,25544427.458333433,14930830.833333354,2345.582909817208
9848144,2024-12-08,2024-11-25,91373706.49893415,21680198.58333334,14502694.333333345,1336.5632878216554
9983217,2024-12-03,2024-10-12,5567650747.608665,57633882.041666545,24762744.944444392,7780.484706429879
9986910,2024-09-25,2024-08-23,503999123.6636268,62740760.33333318,7879362.111111096,8347.362536749877
9103128,2024-08-31,2024-07-05,806460654.1587632,140416752.1666678,25993440.11111118,11224.050391488052
9347047,2024-07-23,2024-07-07,273805114.6788696,26321443.4166667,3448304.555555555,2882.6285712108092
9385893,2024-08-09,2024-06-29,299092700.9579259,28446575.083333306,4476219.944444455,7634.211422405748
9428396,2024-08-26,2024-07-21,369225870.6127813,81164312.12500016,17538781.944444396,6803.763267705101
9468152,2024-08-22,2024-08-03,333758720.67370355,22477404.083333332,4065034.3333333344,3888.641434023725
9470791,2024-09-22,2024-07-30,624841664.4996569,42799176.87500017,12985226.166666716,10034.884341085142
9470791,2024-12-02,2024-10-31,491633164.77955645,27941800.250000037,3143427.5000000037,7794.174722890178
9524023,2024-08-08,2024-06-16,428227319.59206486,45579003.166666925,18546229.33333341,6016.218814421032
9536856,2024-07-10,2024-05-27,45632812.7225478,17414766.416666675,7800478.333333324,762.7942096849857
9536856,2024-09-07,2024-07-27,513939163.3705573,99070491.54166694,5672790.444444444,9184.912206037046
9547166,2024-09-12,2024-07-01,682641545.225874,152873373.79166663,43708499.777778,12107.078936629187
9648075,2024-08-15,2024-07-17,480828421.49686384,33958549.08333338,5960881.888888889,7537.067275831347
9694854,2024-10-10,2024-09-20,82386302.03325891,12826103.333333347,3912366.777777778,1994.1693891961647
9756743,2024-11-14,2024-11-02,219220035.18510664,22768854.874999993,8087315.555555556,2010.173665501471
9783978,2024-10-06,2024-08-21,670885119.553463,51878410.99999978,10093060.55555556,12165.15563308088
9801275,2024-12-22,2024-10-28,156251261.73304468,34473196.33333333,28706651.44444446,2143.0848669501042
9856294,2024-08-06,2024-06-23,662820872.4496781,57227577.87499988,1950532.7777777778,8393.366800810727
9991135,2024-10-24,2024-09-16,387282895.501839,44035217.41666682,4235517.888888885,8367.897095942613
9213959,2024-08-10,2024-07-23,32047188.75540369,17298272.416666698,11620118.611111086,13339137.797699464
9213959,2024-09-23,2024-08-28,41031463.02243658,23882120.180555616,19237439.88888886,8677889.009298135
9273806,2024-12-23,2024-09-24,497505404.02857256,197257306.45833376,35562077.11111111,12274.637833541567
9316153,2024-12-27,2024-11-18,653789548.7834378,37454554.04166667,2213986.5,7848.562695860126
9414462,2024-10-28,2024-10-16,208547457.12897915,9780256.958333323,1472336.944444445,2505.1115262056805
9497878,2024-11-09,2024-09-23,630364250.1530452,34619159.79166664,8154201.111111094,8193.238257077895
9497878,2024-12-13,2024-11-20,460981211.9692273,19270276.458333332,2125553.4444444464,5568.35850765184
9715206,2024-07-24,2024-06-15,186613497.85115242,27818481.16666686,11816564.000000095,3454.965466121587
9747467,2024-10-27,2024-09-03,481270721.1944026,65438198.5833329,12528259.555555573,10234.247346567401
