imo,discharge_start_date,load_end_date,me_con_g,ae_con_g,ab_con_g,distance_nm
9111151,2019-09-17,2019-09-12,7371140.352158731,1175800.2222222218,0.0,556.1473148677763
9230921,2019-09-03,2019-07-30,637464560.5082172,23749777.999999773,3377883.0000000005,6542.204348630969
9299109,2019-10-19,2019-10-05,62719934.5922047,12632867.000000002,4761839.777777783,1961.0053835160531
9403102,2019-11-30,2019-11-14,186386315.34785336,12647239.583333332,5174354.222222222,1775.474105471545
9441374,2019-12-12,2019-10-23,639815605.6545035,49466227.95833314,10554118.500000147,25097.701190506483
9445617,2019-09-08,2019-08-23,440693107.0788735,15958069.29166666,3374608.6111111096,3477.915021234473
9615183,2019-07-26,2019-06-13,678941361.2860882,43465061.79166686,8247967.444444453,5138.201116413123
9671072,2019-09-01,2019-08-13,432293038.79224974,16590218.66666664,690479.5555555562,5187.465673956748
9731896,2019-09-16,2019-07-25,635413479.3624631,98052991.29166602,40675520.33333331,9105.34225714992
9741516,2019-10-02,2019-08-10,545145114.922506,67564172.54166661,9432559.55555558,8445.946111779842
9147681,2019-07-11,2019-05-30,104231982.65386318,2965820.416666667,1058669.3333333335,908.0821545976414
9268916,2019-07-30,2019-06-19,143747080.73989394,24548772.62500002,12394809.555555573,2011.473865270707
9268916,2019-12-19,2019-11-17,303374066.8726894,21494429.666666657,7010953.9444443565,15337.142960161435
9318943,2019-11-14,2019-07-31,1147913115.8010402,71369830.45833267,28070087.388888337,19883.822455177986
9433640,2019-09-04,2019-07-14,685410893.4796644,88939747.54166642,3915628.8888888867,10725.91885029138
9477866,2019-08-14,2019-07-15,666168036.5219918,22321346.66666661,1370392.666666666,6616.1303040905095
9520986,2019-09-03,2019-06-18,544481777.9812326,67729034.75000028,41974641.44444421,5925.698733860404
9561942,2019-09-28,2019-09-05,266693436.36489043,26629052.124999974,4867257.722222223,4342.742350871912
9561942,2019-12-08,2019-10-22,568768051.8495188,54187606.41666704,6464811.000000003,9417.695079839103
9567257,2019-12-27,2019-12-01,60657369.57573159,8137770.33333333,4520742.944444447,812.8746684442929
9625877,2019-08-29,2019-08-16,194071435.93857,23861871.583333284,10034382.222222226,2051.498354182961
9625877,2019-09-25,2019-09-11,168504284.76876715,26213589.458333325,12291187.000000007,2025.699906077409
9625877,2019-12-10,2019-10-20,862515662.446967,88305553.91668007,22745728.000000563,10038.55285021179
9683130,2019-09-17,2019-09-02,166101106.83358198,25357979.833333258,15976898.444444522,2319.132442524658
9695640,2019-09-22,2019-08-16,403730046.6872071,40524390.291666694,6936478.83333335,6976.493115265418
9725914,2019-08-16,2019-07-20,450287694.3019243,32088529.958332133,5705119.722222259,6758.605434464983
9767704,2019-12-18,2019-12-03,68410619.26104094,33012390.66666698,12842185.333333308,3126.0903490736073
9774446,2019-12-16,2019-11-11,612713658.0149288,66647648.166667566,15475355.000000061,7592.3281758345165
9827061,2019-10-10,2019-07-19,1311633069.6851144,155881734.66666895,106273646.9999995,10776.678204564734
9138109,2019-09-23,2019-09-16,9522287.660467364,7066032.250000003,6062322.777777773,117.00347428580326
9284702,2019-08-07,2019-06-05,849493935.5876298,32158188.833333306,1790092.4444444457,9444.424164225684
9364796,2019-08-10,2019-07-25,119359607.68498777,10110341.583333325,5558236.888888898,1356.2093113424303
9434498,2019-10-21,2019-08-21,896603593.4870437,110193690.74999979,42168301.666666664,11423.77119606037
9466350,2019-11-25,2019-10-11,573658057.847785,78582916.75000021,3031779.055555557,9805.117022108116
9501899,2019-09-04,2019-07-02,1125000585.9581096,39614381.62500001,7923967.277777778,13415.90253938092
9551961,2019-09-07,2019-06-12,761431117.9500412,116816268.8333333,27044015.555555545,10250.636496398136
9580039,2019-10-23,2019-09-23,812436411.763409,26286120.250004247,1426606.9444444175,8537.697769168184
9595890,2019-08-16,2019-07-17,447134887.34003496,31261497.58333343,10352261.444444478,5319.068538691914
9607277,2019-11-01,2019-08-24,732949682.1106539,55905672.87499999,13501276.277777804,8717.9648638711
9609237,2019-10-20,2019-09-10,699504340.9306759,45670770.1666672,4923020.555555554,9019.43967193032
9713466,2019-07-24,2019-06-10,302455028.4339575,39504218.0,13079492.111111114,4057.3747064418826
9713466,2019-11-11,2019-10-23,154156163.98316285,17567107.458333325,3886063.999999998,1887.8797234740716
9726267,2019-08-28,2019-07-26,989447154.805484,36777257.291666515,6331662.277777789,25216.659554764785
9738507,2019-07-02,2019-05-17,7343306.5960378125,1303183.3750000002,427954.22222222225,113.17188571691332
9785366,2019-11-16,2019-08-07,1037926283.9619977,170821623.91666734,120564037.77777758,10242.333513328998
9190080,2019-10-02,2019-08-25,738779198.4407729,92529305.09722874,6914383.55555557,9910.975767826543
9309526,2019-07-17,2019-07-06,124184229.14838013,26036964.958333343,4393310.944444443,1686.376983910795
9317365,2019-10-04,2019-08-18,802234149.4837037,54681974.750001006,10551665.77777778,10010.062964345174
9369980,2019-07-20,2019-06-13,343642779.07193506,22480751.58333325,2148934.111111109,4606.940195357995
9369980,2019-09-13,2019-08-05,728456529.9771683,44721563.24999997,2888275.444444442,9490.164951120456
9425928,2019-11-12,2019-09-26,877615528.7909782,50632031.12500016,10810410.500000034,9602.0599178522
9497086,2019-11-27,2019-10-07,411764353.9851474,22925409.54166665,3759702.0555555495,5647.519276749054
9515096,2019-09-03,2019-08-20,190591467.25027156,23989997.95833335,11368653.66666665,2204.642054437465
9515096,2019-10-02,2019-09-18,215370052.53994855,26418575.62499997,11915405.777777804,2400.4348589110405
9545077,2019-12-02,2019-10-23,649380824.8709658,31171553.83333327,6152143.22222214,7385.978130193638
9553787,2019-09-22,2019-09-08,165480074.68491396,25733714.500000007,11803079.222222216,2003.5996330330956
9553787,2019-11-16,2019-10-04,904487776.5981895,75213337.33333522,18821312.000000022,8625.929292916639
9575278,2019-08-16,2019-07-14,1028901572.2876576,61438231.83333441,3963629.3333333293,9168.519429020842
