imo,discharge_start_date,load_end_date,me_con_g,ae_con_g,ab_con_g,distance_nm
9230921,2024-03-29,2024-02-21,492506601.43246955,31432846.250001196,6574474.222222195,6305.262849193631
9538880,2024-04-14,2024-04-02,752380843.9617975,29065480.708333246,3170190.222222223,3422.459880968554
9675559,2024-04-19,2024-03-22,462421919.7510902,32361320.87499976,6278208.611111121,6395.950660549317
9693331,2024-04-15,2024-03-30,159862172.64356393,18732641.958333418,8562154.83333334,2414.1824641287653
9701712,2024-06-07,2024-04-27,770272129.1190807,74525419.58333346,9226544.111111116,9836.514984982725
9703514,2024-04-19,2024-03-31,115207417.69752482,31211208.708333295,18522325.444444455,1879.7409680910657
9736236,2024-04-22,2024-03-06,434249139.10327893,107368671.58333294,11859124.44444443,11312.663898624098
9748760,2024-05-21,2024-04-11,838201820.4087801,73187414.62499955,12866814.555555552,56204.833507760566
9801249,2024-05-13,2024-04-09,756657068.1907134,65205031.66666639,2914194.777777773,9896.765061046497
9138109,2024-03-11,2024-03-01,97891550.8151046,19473127.09722227,10671445.8888889,1463.4668303749295
9138109,2024-04-16,2024-04-06,110289939.22577542,18608004.88888891,11446154.777777802,1459.4389494581258
9138109,2024-05-03,2024-04-25,93724508.45547065,16190383.513888817,7809484.555555567,1306.2922578149748
9409132,2024-02-15,2024-01-18,317188141.32174826,32642680.958333246,11449293.16666667,4214.495226972452
9467134,2024-01-04,2023-10-31,0.0,10090470.0,3665341.6666666656,24.42836225728017
9520601,2024-04-18,2024-02-25,763123387.3758626,58916064.45833356,12086353.055555599,10208.587309118862
9687203,2024-05-23,2024-04-18,682520768.5770533,80744880.12499969,3571445.9444444417,8779.122832426616
9687203,2024-07-01,2024-06-08,261401139.60728785,49256204.833333105,7839166.5555555485,3958.8057977577623
9732436,2024-06-30,2024-06-10,96411482.71494268,21332613.791666664,14904012.388889072,1933.2780021498213
9747247,2024-02-19,2024-01-26,113541594.60903646,28338844.62499998,15354627.611111112,2576.2268550013396
9899399,2024-05-25,2024-04-16,926080210.3348098,66622769.41666702,13721423.444444448,10186.351576519517
9238210,2024-05-03,2024-03-08,735370727.2891707,62197549.37500037,15489003.1666667,10049.806003282352
9490636,2024-03-03,2024-01-16,839938834.181122,56101714.499999955,4400958.111111112,10433.35740324237
9609237,2024-02-05,2023-12-04,371788578.6576088,41556896.87499997,11630363.944444451,6240.852656565737
9635999,2024-02-21,2024-01-28,223124709.61184555,26354773.250000067,11276797.000000013,3009.35472311377
9932763,2024-04-26,2024-03-12,603709980.5020218,51477054.41666746,7770968.222222244,9707.746066204827
9952232,2024-04-29,2024-03-14,559974700.4344738,83423399.58333246,18685701.111111183,9765.560013206752
9952232,2024-06-28,2024-05-12,481483523.60452336,86996351.00000158,17681649.00000001,9451.243643315254
9457294,2024-06-21,2024-04-28,933986002.709601,57005438.74999915,12385680.555555573,10092.382065715487
9551961,2024-03-21,2024-01-06,1100533392.5226665,173435464.5833297,35424679.33333336,13137.019062778061
9579406,2024-01-30,2023-12-06,40904888.20214679,17034283.500000007,12504924.222222226,880.0193697766688
9579406,2024-03-24,2024-02-28,297822908.7403011,27371786.54166647,2471334.3888888876,5019.230287953154
9748239,2024-01-04,2023-11-17,24851216.260741044,2134590.791666666,306054.77777777775,280.7640335468686
9749946,2024-07-01,2024-06-23,91647696.03656901,6289385.916666663,2109257.0555555555,1298.773290842439
9852212,2024-06-25,2024-06-16,133922339.7279523,11052875.708333336,1682398.388888889,2145.156201774889
9878345,2024-03-30,2024-03-07,150970523.41284132,35632724.8333333,34189599.111111164,2348.3994387619227
9878345,2024-04-17,2024-04-06,168849992.44658056,19307667.708333336,7101995.555555565,2338.1976903015425
9917050,2024-05-12,2024-04-28,165399200.16432968,25840157.958333246,11469242.66666667,2488.3735364357626
9751339,2024-06-17,2024-05-08,769946610.8934275,76283971.83333363,3666493.888888884,10896.422729522888
9861213,2024-04-03,2024-02-18,563667934.7957579,51497361.50000092,5042755.333333336,10208.704976064924
9979204,2024-06-21,2024-05-18,551079240.7214062,64988121.79166637,7426079.777777778,9352.252078468437
9426245,2024-02-20,2024-02-01,268036345.30199438,19895303.458333373,8227133.944444427,3467.8063138541706
9463554,2024-06-09,2024-02-23,1127591595.3998568,262696283.95832714,50856088.3888887,33138.37134430633
9511648,2024-05-19,2024-04-15,196193868.96951368,64733645.166666485,20043878.33333337,4018.0924866988344
9514200,2024-03-05,2024-02-19,220946289.11740875,15071986.041666651,7842401.277777778,2275.7973520341934
9520936,2024-04-07,2024-03-01,620371731.0939492,44609883.5000004,4124502.2222222257,9289.764680919272
9527958,2024-03-13,2024-01-30,750858257.8971597,93571532.1666675,1026458.1111111112,10566.928728219134
9616058,2024-02-02,2024-01-07,46214898.56167985,17149616.250000004,16039919.33333334,3199.395138789615
9670418,2024-03-27,2024-03-02,125163279.08128299,29931595.416666757,16784919.777777784,16091.769844353788
9800855,2024-01-10,2023-12-23,6173366.223386704,3881652.125000001,4735432.166666665,597618.4518892057
9955636,2024-04-14,2024-04-01,256314291.51621082,13532632.750000004,3298821.666666676,2586.98819804458
9365659,2024-04-19,2024-03-04,979183627.3047714,110587016.58333315,2773955.1666666735,11844.108642265172
9400904,2024-04-18,2024-03-26,388204662.81604975,55443370.12499995,4279591.333333332,5727.286028891216
9445708,2024-04-05,2024-03-12,174089919.5028345,14805618.208333325,6205473.16666666,2005.927910159941
9445708,2024-06-02,2024-05-12,205260801.69122657,19896646.791666713,9897943.055555498,2401.438490955863
9558282,2024-06-02,2024-04-26,418158567.4203711,42034617.0833334,11362709.33333336,7096.570326846479
9582556,2024-03-25,2024-02-07,932450509.3422498,88403525.70833385,30821874.55555565,12871.678246670197
9703813,2024-03-14,2024-02-19,288183670.97199285,26946524.041666735,6532513.500000014,20726.421590092454
9726035,2024-06-05,2024-04-30,494988173.7932916,65227095.91666716,28570683.5555556,6956.5562108333925
9763980,2024-03-29,2024-03-20,142004567.0278666,10902769.041666625,3763904.8333333437,1712.2541434246173
9763980,2024-07-01,2024-06-09,143513296.33514363,21460661.625000007,15693856.944444515,2267.540090651594
9952490,2024-04-04,2024-02-27,672792711.2160108,67208089.00000066,10529820.777777817,24322687.96942638
9473597,2024-04-14,2023-12-24,668855332.4208623,210429638.2499989,70497156.44444396,12808.089168192806
9508469,2024-04-09,2024-01-30,773177823.8133888,56658159.45833317,17674392.83333326,15577.526831625853
9522922,2024-03-04,2024-02-17,262729022.49773142,17633766.58333333,5813899.888888892,2536.241432414535
9575163,2024-01-17,2023-12-19,10547960.296844266,20302278.208333336,21860288.666666657,129.8771362718013
9663233,2024-06-22,2024-05-06,573592330.2668154,87601001.04166736,18710016.77777778,9330.705120559278
9855422,2024-06-29,2024-05-14,650547406.3094918,55998900.208332725,8486508.611111118,10321.230681493105
9954955,2024-03-08,2024-02-23,196430423.6577893,22554427.999999996,12451536.666666659,2527.8780614781317
9546095,2024-01-09,2023-11-09,4563068.463657827,1390710.7500000002,877978.2222222222,73.98866463944685
9625607,2024-06-08,2024-05-14,386486834.8081734,60789927.249999575,5087996.111111108,5677.676106980154
9860295,2024-02-01,2023-09-15,25262724.505312167,31120133.416666754,24199951.44444429,1367.0412151461815
9931159,2024-06-07,2024-04-29,1007200294.5528405,74110359.91666867,11472937.33333333,9893.780881770052
9942213,2024-06-15,2024-04-13,635223917.6697685,73816115.74999958,23418788.222222183,23181.81061095148
9955624,2024-05-29,2024-04-05,850378549.8639859,58132875.66666672,19972500.999999993,25808.05125973992
9963293,2024-01-29,2023-11-07,17920042.515275914,32586724.08333336,26760381.888888918,1320.2553461974487
9533086,2024-05-14,2024-05-01,158894702.3877778,15463199.375000013,6222427.833333313,2102.5019616599056
9763992,2024-01-29,2023-12-11,434325385.9568092,32655393.333333246,6981136.888888884,5667.904882727653
9763992,2024-04-02,2024-02-28,1267459787.130045,41222925.791666366,5276687.611111115,10053.533908634523
9804564,2024-05-23,2024-05-07,203849885.16320917,28451576.291666646,14213361.888888896,2238.949990123583
9852729,2024-05-10,2024-02-21,678236659.5369105,190010602.1666682,45933363.44444441,20832.970460077948
9393565,2024-06-28,2024-05-02,624737733.6446933,140775655.58333564,15946312.611111091,12649.522503167793
9537018,2024-02-29,2024-01-13,524742398.48073864,94282181.5000002,4796973.11111111,9454.49896649501
9546459,2024-03-13,2024-01-21,929490185.8179276,121559920.62499987,8623427.555555569,12134.437894662175
9566423,2024-04-12,2024-02-20,722905436.820139,59984120.62500072,12248548.166666687,9534.417419896316
9571272,2024-06-27,2024-05-14,443461886.7341795,36602424.08333359,4679299.111111111,7828.197479971417
9710048,2024-02-11,2024-01-05,651948986.615061,44139746.083333336,6303904.111111114,8616.444814076809
9303302,2024-03-20,2024-02-22,294844611.8414598,52783446.62499973,20019027.16666674,3305.683445168111
9496989,2024-04-17,2024-03-27,90300690.00044073,16740464.000000015,8504297.222222235,1552.7466480590256
9550670,2024-01-02,2023-11-06,8936473.969541907,1199575.0000000002,358511.1111111112,178.55714820465033
9550670,2024-02-18,2024-02-02,129238364.10987882,18135871.54166671,7929694.3888888825,2315.055128594653
9552343,2024-01-08,2023-12-29,96555266.79197396,8016584.33333333,2748907.5555555564,1165.158805386848
9604809,2024-05-13,2024-04-10,813113927.570927,74165758.33333357,5626514.555555559,7880.588490902228
9604809,2024-06-14,2024-06-02,294715308.2477242,26525862.99999998,2916978.0555555588,2654.024914702238
9624378,2024-05-05,2024-04-24,218136088.916508,21173963.416666728,6626794.555555571,2498.5877929499834
9660126,2024-03-29,2024-02-26,483891647.6305951,37476290.04166657,3127139.611111116,7736.592062024974
9738117,2024-05-24,2024-05-03,98493819.59126091,17988603.20833333,10794245.388888897,1485.7013359209416
9767431,2024-04-30,2024-04-21,176312439.89222357,8307702.000000009,1133108.5555555557,1827.5332931921278
9797682,2024-02-24,2024-01-08,116967378.94310641,21189580.75000001,13403574.444444435,1610.9344374454079
9797682,2024-04-12,2024-03-06,143812276.45393065,60888108.12500004,53949968.44444452,2105.521702985889
9797682,2024-05-19,2024-04-24,105232738.9676687,39882282.916666575,29123347.88888896,1744.4334246169751
9848144,2024-02-11,2024-01-30,152688052.5804302,20437892.041666664,6919857.55555556,2063.5285921979435
9546473,2024-04-25,2024-03-12,1233979363.2606347,107081572.00000155,633455.8888888896,26636.66641507375
9546473,2024-06-23,2024-05-09,1111818742.341477,109736348.58333248,5215659.500000017,14460.679947385848
9785392,2024-06-12,2024-04-29,651252946.5250754,67384663.66666913,1798826.6666666681,10930.394009987527
9744087,2024-02-24,2024-02-16,116225384.9607701,10396527.916666683,3700382.4444444464,1029.1702231629301
9799707,2024-01-16,2023-11-25,84362419.34109905,17419711.83333328,9954025.11111111,1622.5669741245722
9799707,2024-03-31,2024-02-08,525055748.00433356,62158956.70833353,14274755.500000022,10441.154337745067
9799707,2024-06-02,2024-04-17,650004647.011156,55551384.95833336,5768155.722222241,11581.478114935708
9337236,2024-03-13,2024-02-21,186722732.314806,30735902.16666669,4123016.6111111054,2847.373576290399
9347047,2024-04-24,2024-03-21,511315070.6332762,70648328.29166643,12615674.499999946,6687.1545227939105
9347047,2024-05-24,2024-05-12,244755818.17716765,22033179.458333373,1741720.8333333333,2671.365195209502
9524011,2024-01-08,2023-10-19,0.0,8187725.000000005,7423537.333333324,84.56585211158198
9524023,2024-02-10,2024-01-04,772051001.8273113,44435477.125000015,2374485.388888889,9715.712252016398
9611589,2024-04-05,2024-02-23,558832918.9360005,36237507.58333353,4800779.22222221,9091.015901757828
9660152,2024-06-12,2024-04-13,463250947.42383754,138285508.83333826,14636178.333333338,16163.456255078565
