imo,discharge_start_date,load_end_date,me_con_g,ae_con_g,ab_con_g,distance_nm
9269001,2021-02-11,2021-01-03,635053086.3452387,64194125.12499996,16246376.777777793,7017.540811356851
9299109,2021-03-18,2021-01-03,143104064.9547919,38995232.79166674,20890605.8333334,5257.8586553732985
9320996,2021-04-29,2021-03-17,581906110.578776,52001968.95833414,8279376.833333371,9276.196785852813
9333539,2021-03-06,2021-01-07,531357995.5806967,85174681.5833337,8515515.33333333,7379.433355121576
9333539,2021-05-07,2021-03-21,592622549.4862779,83347474.7083335,4501458.333333336,7804.61929046945
9347932,2021-04-04,2021-02-06,966654759.4582745,60154411.95833397,11352999.499999966,11488.586196834065
9401855,2021-03-03,2021-01-09,733016237.9873759,62052567.958333,17063250.38888885,9683.630391725206
9419254,2021-05-29,2021-04-05,755939033.8535185,109131557.16666661,20177696.66666664,7047.913938280616
9441374,2021-05-18,2021-04-07,714852689.0670476,46377866.708333276,9728776.055555526,24142.50194787741
9454187,2021-06-19,2021-05-14,795959549.2377418,41131669.58333326,2616173.444444513,8896.819765936509
9456135,2021-05-14,2021-04-01,806954499.674753,48535288.20833349,8128324.277777775,8728.437172505966
9528706,2021-03-04,2021-02-18,164228994.56232408,28084088.50000003,1548090.8333333337,2816.042211640353
9615183,2021-03-10,2021-01-06,1340991787.4950485,104442429.00000007,32931219.444444448,10760.10196053583
9636448,2021-03-11,2021-01-18,883944595.3887991,61068161.37500094,17149576.38888906,11119.963403480337
9694933,2021-06-03,2021-04-17,1063033772.793373,80823974.29166682,10421374.00000015,10190.934318900832
9696450,2021-04-01,2021-02-08,891410943.6972622,93860723.12500024,32682299.777778614,11616.310709317982
9711731,2021-03-14,2021-02-11,399612907.82331234,37503654.500000015,3654095.222222238,7210.064841474439
9726841,2021-02-12,2021-02-06,78696587.49356388,5165947.583333327,508554.9999999999,1455.483967716767
9726841,2021-03-12,2021-02-26,83032398.21068668,10493760.333333304,2741565.4444444464,1912.8018326089068
9760110,2021-02-08,2020-12-23,813081500.1486893,66767183.16666708,13030741.77777778,8840.249990466991
9760110,2021-05-09,2021-04-16,418050590.19448334,38132656.79166668,15443310.000000004,4545.6361789098155
9760110,2021-06-26,2021-06-03,303720377.6254329,39764435.20833317,23375253.111111157,3455.645718757625
9785988,2021-03-08,2021-01-10,929493696.6691524,101902452.70833118,38753568.33333226,10123.74416190487
9838058,2021-02-07,2020-12-10,1034106164.1898829,61643427.62500007,2428215.777777778,8311.827413273179
9846108,2021-03-13,2021-01-14,1053626902.9090561,94809917.58333322,41376573.88888883,9345.383061326927
9851335,2021-01-30,2020-12-23,205441819.95149353,32150348.208333198,15233878.50000007,3940.0175173808307
9852224,2021-02-09,2021-01-03,517591662.23355854,44511805.541666545,3520232.5000000484,9217.994443077663
9304203,2021-03-17,2021-02-02,851864791.4774957,73467221.74999999,7572434.66666666,9781.752213384627
9317456,2021-01-05,2020-11-21,7067577.464389783,1141275.9583333337,59866.444444444445,110.288063310472
9318943,2021-03-31,2021-02-18,580774629.5493077,23285110.87500003,1192816.3333333328,9073.617713427964
9427081,2021-02-26,2021-02-09,164177708.3906286,12337930.583333341,2947365.555555554,3205.1853978530157
9427081,2021-06-12,2021-05-04,351430987.8255839,30448553.95833334,7738734.333333338,7343.206824629443
9477866,2021-05-18,2021-03-23,753278977.6933227,34695058.666666746,5161480.499999995,9760.541005930743
9482122,2021-04-29,2021-03-21,659167283.9346558,46358034.66666668,3304388.222222222,10323.627237135288
9482122,2021-06-24,2021-05-12,1005072452.6061144,48588222.58333292,8663090.444444444,9901.64768002297
9558256,2021-03-08,2021-01-29,256076891.05691648,44282982.24999967,22664046.777777743,4787.571136124878
9598189,2021-05-20,2021-04-09,1058544170.9422472,74237530.79166639,6110068.222222221,9481.020083829679
9602746,2021-02-04,2020-12-26,715177189.6621013,63162826.99999989,9499433.777777748,8305.372049750298
9602746,2021-04-19,2021-03-31,229445804.63127396,27085054.750000015,11386904.111111116,2609.031419764453
9623726,2021-02-27,2020-12-31,1217859115.0558689,108297828.70832977,38492104.55555522,11792.738367702208
9683130,2021-02-18,2020-12-27,284023572.7890396,64651908.75000005,83286609.66666153,3676.2942462958727
9683130,2021-03-22,2021-02-27,331771673.68184227,41779527.29166704,23913784.77777812,3938.472299822259
9774446,2021-03-24,2021-02-13,1114659032.7995772,74371183.2500015,13599612.777777834,22855.234892313114
9842516,2021-01-31,2020-12-05,807187299.2046651,45142643.54166642,2784218.444444444,6756.843184149637
9138109,2021-02-14,2021-01-31,122877257.3001813,26039981.500000462,18262848.777778015,1663.7544545602111
9138109,2021-03-18,2021-02-26,372051643.1006396,40155532.111112185,5228298.999999981,8227.635665501259
9138109,2021-04-26,2021-04-19,148136274.47702762,13937564.486110924,4623257.666666662,1546.7219500305491
9138109,2021-06-17,2021-05-29,417661645.6097875,38008670.18055586,5530668.555555566,4837.40472046601
9246308,2021-02-03,2021-01-23,121144838.61214197,21993268.916666664,4608106.888888886,1721.8428194404698
