Day,Month,Year,"VLSFO Fuel Oil, IMO 2020 Grade, 0.5%",Marine Gas Oil,"Intermdiate Fuel Oil, 180cSt","Intermdiate Fuel Oil, 380cSt"
03/04/2022,March,2022,888.5,"1,056",,653
03/07/2022,March,2022,962.5,"1,171.50",,714.5
03/08/2022,March,2022,987,"1,180",,724
03/09/2022,March,2022,"1,040.50","1,210",,749.5
03/10/2022,March,2022,995.5,"1,178.50",,720.5
03/11/2022,March,2022,958.5,"1,121",,701.5
03/14/2022,March,2022,952,"1,115",,701.5
03/15/2022,March,2022,899.5,"1,070",,685
03/16/2022,March,2022,878,"1,046.50",,672.5
03/17/2022,March,2022,875,"1,071.50",,666.5
03/18/2022,March,2022,902,"1,081.50",,675.5
03/21/2022,March,2022,923.5,"1,141.50",,688
03/22/2022,March,2022,938,"1,167.50",,706
03/23/2022,March,2022,943,"1,121",,719
03/24/2022,March,2022,966,"1,212",,741
03/25/2022,March,2022,953.5,"1,210",,726.5
03/28/2022,March,2022,953.5,"1,198",,729.5
03/29/2022,March,2022,938.5,"1,184.50",,717.5
03/30/2022,March,2022,929.5,"1,173.50",,715.5
03/31/2022,March,2022,915.5,"1,177.50",,716
04/01/2022,April,2022,904.5,"1,158",,706
04/04/2022,April,2022,909.5,"1,180.50",,711
04/05/2022,April,2022,919.5,"1,193",,722
04/06/2022,April,2022,919.5,"1,188",,712.5
04/07/2022,April,2022,891.5,"1,154.50",,696.5
04/08/2022,April,2022,887.5,"1,148",,688.5
04/11/2022,April,2022,884,"1,149.50",,693
04/12/2022,April,2022,887.5,"1,161",,699.5
04/13/2022,April,2022,908.5,"1,190.50",,727
04/14/2022,April,2022,917,"1,225",,734
04/15/2022,April,2022,927,"1,226.50",,736.5
04/18/2022,April,2022,928.5,"1,236",,741
04/19/2022,April,2022,931.5,"1,258.50",,746
04/20/2022,April,2022,928.5,"1,238.50",,741
04/21/2022,April,2022,921.5,"1,253",,742.5
04/22/2022,April,2022,919,"1,242.50",,742.5
04/25/2022,April,2022,890,"1,223",,726.5
04/26/2022,April,2022,886.5,"1,228.50",,712
04/27/2022,April,2022,901,"1,259.50",,738
04/28/2022,April,2022,903.5,"1,274.50",,743
04/29/2022,April,2022,924.5,"1,307.50",,747.5
05/02/2022,May,2022,920.5,"1,298.50",,751
05/03/2022,May,2022,928.5,"1,302",,757.5
05/04/2022,May,2022,925,"1,325.50",,761.5
05/05/2022,May,2022,935,"1,346",,769.5
05/06/2022,May,2022,933.5,"1,340",,759.5
05/09/2022,May,2022,932,"1,303",,756.5
05/10/2022,May,2022,907.5,"1,299",,737
05/11/2022,May,2022,902,"1,290.50",,726.5
05/12/2022,May,2022,902,"1,280.50",,722
05/13/2022,May,2022,918.5,"1,286.50",,730
05/16/2022,May,2022,935,"1,286",,734
05/17/2022,May,2022,949,"1,278",,746
05/18/2022,May,2022,959.5,"1,277.50",,742.5
05/19/2022,May,2022,949,"1,248.50",,725.5
05/20/2022,May,2022,950,"1,243.50",,734.5
05/23/2022,May,2022,958.5,"1,253",,734.5
05/24/2022,May,2022,960,"1,249",,734
05/25/2022,May,2022,974,"1,254",,740
05/26/2022,May,2022,975.5,"1,267.50",,736.5
05/27/2022,May,2022,"1,000.50","1,275",,745
05/30/2022,May,2022,"1,023.50","1,285.50",,743.5
05/31/2022,May,2022,"1,030.50","1,322",,744
06/01/2022,June,2022,"1,042.00","1,317.50",,741.5
06/02/2022,June,2022,"1,038.50","1,326.50",,731.5
06/03/2022,June,2022,"1,067.50","1,375",,741
06/06/2022,June,2022,"1,083.50","1,374",,738.5
06/07/2022,June,2022,"1,100.00","1,386",,732
06/08/2022,June,2022,"1,119.50","1,408.50",,732.5
06/09/2022,June,2022,"1,118.50","1,404",,731.5
06/10/2022,June,2022,"1,122.50","1,421",,730
06/13/2022,June,2022,"1,109.00","1,405",,729
06/14/2022,June,2022,"1,125.50","1,410.50",,739
06/15/2022,June,2022,"1,104.50","1,414",,730
06/16/2022,June,2022,"1,097.50","1,410.50",,729.5
06/17/2022,June,2022,"1,095.00","1,430",,723.5
06/20/2022,June,2022,"1,076.50","1,413",,699
06/21/2022,June,2022,"1,087.50","1,422.50",,704.5
06/22/2022,June,2022,"1,080.00","1,417.50",,694.5
06/23/2022,June,2022,"1,066.50","1,411",,689
06/24/2022,June,2022,"1,065.50","1,422.50",,694.5
06/27/2022,June,2022,"1,069.50","1,411",,690
06/28/2022,June,2022,"1,081.50","1,431.50",,697.5
06/29/2022,June,2022,"1,085.50","1,399.50",,700
06/30/2022,June,2022,"1,077.50","1,356",,688
07/01/2022,July,2022,"1,072.00","1,386.50",,681
07/04/2022,July,2022,"1,077.50","1,369",,670.5
07/05/2022,July,2022,"1,081.00","1,343.50",,660.5
07/06/2022,July,2022,"1,027.50","1,287.50",,623.5
07/07/2022,July,2022,997,"1,270",,616.5
07/08/2022,July,2022,"1,020.50","1,283.50",,624
07/11/2022,July,2022,"1,009.50","1,309",,626.5
07/12/2022,July,2022,995,"1,269",,616
07/13/2022,July,2022,968.5,"1,242",,591
07/14/2022,July,2022,960,"1,257",,577
07/15/2022,July,2022,957,"1,241.50",,575.5
07/18/2022,July,2022,966,"1,251.50",,590
07/19/2022,July,2022,968.5,"1,247",,591
07/20/2022,July,2022,963.5,"1,242.50",,594
07/21/2022,July,2022,942,"1,223",,591
07/22/2022,July,2022,925.5,"1,205",,588
07/25/2022,July,2022,911,"1,197",,584.5
07/26/2022,July,2022,917.5,"1,196",,585.5
07/27/2022,July,2022,906,"1,208.50",,575
07/28/2022,July,2022,916.5,"1,217",,586
07/29/2022,July,2022,914.5,"1,205.50",,584
08/01/2022,August,2022,901.5,"1,194",,584
08/02/2022,August,2022,869.5,"1,162",,580
08/03/2022,August,2022,864.5,"1,155",,580.5
08/04/2022,August,2022,844.5,"1,146",,571
08/05/2022,August,2022,819,"1,132.50",,568
08/08/2022,August,2022,813,"1,115",,561
08/09/2022,August,2022,814.5,"1,119",,568
08/10/2022,August,2022,807.5,"1,122.50",,567
08/11/2022,August,2022,822,"1,128.50",,583
08/12/2022,August,2022,829.5,"1,137",,589
08/15/2022,August,2022,813.5,"1,141.50",,587
08/16/2022,August,2022,797,"1,137",,574.5
08/17/2022,August,2022,792,"1,134.50",,567
08/18/2022,August,2022,797,"1,141.50",,572
08/19/2022,August,2022,800,"1,142",,571.5
08/22/2022,August,2022,797.5,"1,151.50",,568
08/23/2022,August,2022,804,"1,174",,570.5
08/24/2022,August,2022,813.5,"1,204",,577
08/25/2022,August,2022,821.5,"1,237.50",,576.5
08/26/2022,August,2022,823.5,"1,252.50",,575.5
08/29/2022,August,2022,823.5,"1,238",,573
08/30/2022,August,2022,822,"1,234.50",,573
08/31/2022,August,2022,797,"1,214",,546.5
09/01/2022,September,2022,770.5,"1,173.50",,526.5
09/02/2022,September,2022,761,"1,170",,528.5
09/05/2022,September,2022,773.5,"1,185",,529.5
09/06/2022,September,2022,777.5,"1,188",,522
09/07/2022,September,2022,757.5,"1,168.50",,512
09/08/2022,September,2022,740.5,"1,164",,492.5
09/09/2022,September,2022,741.5,"1,164",,490.5
09/12/2022,September,2022,754.5,"1,164",,502.5
09/13/2022,September,2022,765.5,"1,164.50",,502
09/14/2022,September,2022,755,"1,139",,498
09/15/2022,September,2022,751.5,"1,110",,496
09/16/2022,September,2022,740,"1,087",,491.5
09/19/2022,September,2022,736.5,"1,081",797,486
09/20/2022,September,2022,741,"1,095.50",822,484
09/21/2022,September,2022,744,"1,090.50",823.5,482
09/22/2022,September,2022,739.5,"1,097",823.5,482
09/23/2022,September,2022,737.5,"1,094",821.5,481
09/26/2022,September,2022,716.5,"1,062",,470.5
09/27/2022,September,2022,702.5,"1,049.50",,469
09/28/2022,September,2022,711.5,"1,059.50",,464
09/29/2022,September,2022,721.5,"1,079.50",,470
09/30/2022,September,2022,725,"1,079.50",,460.5
10/03/2022,October,2022,722,"1,079.50",,463
10/04/2022,October,2022,728.5,"1,105",,477.5
10/05/2022,October,2022,744.5,"1,139.50",,481
10/06/2022,October,2022,757.5,"1,153.50",,492
10/07/2022,October,2022,768.5,"1,192.50",,498
10/10/2022,October,2022,786.5,"1,228",,514
10/11/2022,October,2022,773,"1,197.50",,497.5
10/12/2022,October,2022,763,"1,199.50",,489.5
10/13/2022,October,2022,761,"1,199",,478
10/14/2022,October,2022,760.5,"1,201",,481
10/17/2022,October,2022,755,"1,192",,471
10/18/2022,October,2022,753,"1,189.50",,470
10/19/2022,October,2022,747,"1,177.50",,470
10/20/2022,October,2022,751.5,"1,168.50",,480.5
10/21/2022,October,2022,740,"1,146",,480.5
10/24/2022,October,2022,744.5,"1,171",,475
10/25/2022,October,2022,742.5,"1,169.50",,468.5
10/26/2022,October,2022,740,"1,167.50",,471.5
10/27/2022,October,2022,746,"1,174",,474.5
10/28/2022,October,2022,748.5,"1,179.50",,479
10/31/2022,October,2022,739.5,"1,169.50",,471.5
11/01/2022,November,2022,735.5,"1,149.50",,478
11/02/2022,November,2022,733.5,"1,142.50",,481.5
11/03/2022,November,2022,731.5,"1,148",,482.5
11/04/2022,November,2022,741.5,"1,159.50",,484.5
11/07/2022,November,2022,746.5,"1,162",,495.5
11/08/2022,November,2022,747,"1,157.50",,498
11/09/2022,November,2022,738,"1,138",,489.5
11/10/2022,November,2022,729,"1,127.50",,487.5
11/11/2022,November,2022,738,"1,123.50",,497
11/14/2022,November,2022,738,"1,123",,500
11/15/2022,November,2022,718,"1,103.50",,495
11/16/2022,November,2022,724.5,"1,115.50",,500
11/17/2022,November,2022,708,"1,103.50",,493.5
11/18/2022,November,2022,692.5,"1,087",,489
11/21/2022,November,2022,687.5,"1,067.50",,484
11/22/2022,November,2022,689,"1,067.50",,482.5
11/23/2022,November,2022,693.5,"1,066",,485
11/24/2022,November,2022,678,"1,058.50",,470.5
11/25/2022,November,2022,686,"1,051.50",,477
11/28/2022,November,2022,670,"1,024.50",,462.5
11/29/2022,November,2022,676,"1,025.50",,459
11/30/2022,November,2022,680.5,"1,032",,460.5
12/01/2022,December,2022,686.5,"1,043.50",,453
12/02/2022,December,2022,685.5,"1,037",,457
12/05/2022,December,2022,684.5,"1,029",,456.5
12/06/2022,December,2022,669.5,"1,012.50",,447
12/07/2022,December,2022,648.5,966,,436
12/08/2022,December,2022,635,954.5,,436
12/09/2022,December,2022,633,973.5,,441.5
12/12/2022,December,2022,631,967,,434
12/13/2022,December,2022,636,974.5,,446
12/14/2022,December,2022,639.5,991.5,,445
12/15/2022,December,2022,642.5,"1,002.50",,448.5
12/16/2022,December,2022,640,997,,441
12/19/2022,December,2022,635,996.5,,442.5
12/20/2022,December,2022,633,983.5,,450.5
12/21/2022,December,2022,629.5,988.5,,453.5
12/22/2022,December,2022,634.5,989,,464
12/23/2022,December,2022,639.5,988,,466
12/26/2022,December,2022,640.5,989,,466
12/27/2022,December,2022,651,995,,474.5
12/28/2022,December,2022,649.5,"1,017.50",,460.5
12/29/2022,December,2022,642,"1,013.50",,460
12/30/2022,December,2022,645.5,"1,021",,459
01/02/2023,January,2023,647,"1,019.50",,458.5
01/03/2023,January,2023,645,"1,018.50",,461.5
01/04/2023,January,2023,631.5,992,,448.5
01/05/2023,January,2023,624.5,988,,439.5
01/06/2023,January,2023,619.5,979,,434.5
01/09/2023,January,2023,624.5,988,,435.5
01/10/2023,January,2023,626,982.5,,436
01/11/2023,January,2023,631,991,,436.5
01/12/2023,January,2023,647,"1,005.50",,446.5
01/13/2023,January,2023,659,"1,022.50",,447
01/16/2023,January,2023,663,"1,031.50",,452
01/17/2023,January,2023,668.5,"1,031.50",,456
01/18/2023,January,2023,676.5,"1,038",,459.5
01/19/2023,January,2023,674.5,"1,033",,462.5
01/20/2023,January,2023,687.5,"1,051",,466.5
01/23/2023,January,2023,695.5,"1,059.50",,472
01/24/2023,January,2023,698,"1,069",,472
01/25/2023,January,2023,699.5,"1,063",,471.5
01/26/2023,January,2023,700,"1,055",,470
01/27/2023,January,2023,706.5,"1,060.50",,473
01/30/2023,January,2023,697.5,"1,049.50",,468.5
01/31/2023,January,2023,690,"1,034",,461
02/01/2023,February,2023,703.5,"1,026.50",,464.5
02/02/2023,February,2023,688.5,"1,017",,462
02/03/2023,February,2023,679,997,,448
02/06/2023,February,2023,665.5,977,,426
02/07/2023,February,2023,667.5,957.5,,434
02/08/2023,February,2023,674,967.5,,449
02/09/2023,February,2023,682,966.5,,453
02/10/2023,February,2023,678.5,955,,454.5
02/13/2023,February,2023,681,960.5,,458.5
02/14/2023,February,2023,680.5,963.5,,458.5
02/15/2023,February,2023,675.5,957,,455.5
02/16/2023,February,2023,672,945,,458
02/17/2023,February,2023,660,934.5,,458
02/20/2023,February,2023,654,931,,456.5
02/21/2023,February,2023,650.5,932.5,,460
02/22/2023,February,2023,641.5,925.5,,455.5
02/23/2023,February,2023,633,913,,450.5
02/24/2023,February,2023,638,912.5,,456
02/27/2023,February,2023,641,925.5,,451.5
02/28/2023,February,2023,639,921.5,,452.5
03/01/2023,March,2023,645,932,,463
03/02/2023,March,2023,649.5,937,,469
03/03/2023,March,2023,648,935,,468
03/06/2023,March,2023,649.5,941.5,,475
03/07/2023,March,2023,654,934,,482
03/08/2023,March,2023,643,913,,476
03/09/2023,March,2023,636.5,905,,477.5
03/10/2023,March,2023,632.5,895.5,,467.5
03/13/2023,March,2023,633.5,903.5,,474
03/14/2023,March,2023,623,897.5,,470
03/15/2023,March,2023,613,887,,463
03/16/2023,March,2023,598,870.5,,452.5
03/17/2023,March,2023,603,880.5,,465
03/20/2023,March,2023,593,875,,456
03/21/2023,March,2023,593,869.5,,460.5
03/22/2023,March,2023,599,875,,463
03/23/2023,March,2023,603,876,,465
03/24/2023,March,2023,600,868.5,,463
03/27/2023,March,2023,598.5,869.5,,464.5
03/28/2023,March,2023,610.5,877.5,,477.5
03/29/2023,March,2023,611,876.5,,478.5
03/30/2023,March,2023,608,865,,476
03/31/2023,March,2023,612.5,865,,485.5
04/03/2023,April,2023,636.5,890.5,,509.5
04/04/2023,April,2023,636.5,897,,513
04/05/2023,April,2023,635.5,891,,516
04/06/2023,April,2023,637,892,,516.5
04/07/2023,April,2023,636,887,,518.5
04/10/2023,April,2023,636.5,887,,518.5
04/11/2023,April,2023,638.5,882.5,,521.5
04/12/2023,April,2023,642,881.5,,527.5
04/13/2023,April,2023,643,886.5,,528.5
04/14/2023,April,2023,642,881.5,,527.5
04/17/2023,April,2023,640.5,878.5,,527.5
04/18/2023,April,2023,635.5,866.5,,519.5
04/19/2023,April,2023,634.5,863.5,,519
04/20/2023,April,2023,618,847,,510.5
04/21/2023,April,2023,613,837,,508
04/24/2023,April,2023,611.5,835,,508
04/25/2023,April,2023,617,834.5,,510.5
04/26/2023,April,2023,609,826.5,,506.5
04/27/2023,April,2023,598,810.5,,496.5
04/28/2023,April,2023,600,803.5,,494.5
05/01/2023,May,2023,593.5,803.5,,496.5
05/02/2023,May,2023,601,795,,496.5
05/03/2023,May,2023,586,780,,484
05/04/2023,May,2023,572,765.5,,477
05/05/2023,May,2023,574,767.5,,476.5
05/08/2023,May,2023,583,780.5,,480
05/09/2023,May,2023,586.5,779,,488
05/10/2023,May,2023,587,786.5,,486
05/11/2023,May,2023,584,786.5,,487.5
05/12/2023,May,2023,582,779,,481.5
05/15/2023,May,2023,573,777,,479.5
05/16/2023,May,2023,580.5,778,,482.5
05/17/2023,May,2023,583,777,,482
05/18/2023,May,2023,595,781.5,,492
05/19/2023,May,2023,589,781,,489.5
05/22/2023,May,2023,589.5,774.5,,486.5
05/23/2023,May,2023,585,772.5,,487
05/24/2023,May,2023,596,779,,492
05/25/2023,May,2023,589,780,,489.5
05/26/2023,May,2023,585,775.5,,485
05/29/2023,May,2023,588.5,776.5,,489
05/30/2023,May,2023,584.5,764.5,,483.5
05/31/2023,May,2023,577,756.5,,467.5
06/01/2023,June,2023,574,745.5,,470.5
06/02/2023,June,2023,583.5,764,,484.5
06/05/2023,June,2023,594.5,781.5,,494.5
06/06/2023,June,2023,591.5,780,,486.5
06/07/2023,June,2023,595,778.5,,486
06/08/2023,June,2023,598.5,786.5,,489.5
06/09/2023,June,2023,593,776,,486
06/12/2023,June,2023,586.5,770,,479.5
06/13/2023,June,2023,585,764,,480.5
06/14/2023,June,2023,594.5,770,,492
06/15/2023,June,2023,592.5,769.5,,490
06/16/2023,June,2023,601.5,788,,500
06/19/2023,June,2023,611,798,,505.5
06/20/2023,June,2023,610,790,,506.5
06/21/2023,June,2023,608,785,,498.5
06/22/2023,June,2023,613.5,788.5,,498.5
06/23/2023,June,2023,598.5,776,,490
06/26/2023,June,2023,598.5,772,,488
06/27/2023,June,2023,594,777,,480
06/28/2023,June,2023,588.5,769.5,,481
06/29/2023,June,2023,594,771,,486.5
06/30/2023,June,2023,596,773,,491
07/03/2023,July,2023,598.5,776,,500
07/04/2023,July,2023,592,775.5,,496
07/05/2023,July,2023,593,778.5,,500
07/06/2023,July,2023,592,788.5,,501
07/07/2023,July,2023,591.5,785,,502.5
07/10/2023,July,2023,597.5,795.5,,510
07/11/2023,July,2023,594,800.5,,513
07/12/2023,July,2023,600,804.5,,515
07/13/2023,July,2023,601,814,,518.5
07/14/2023,July,2023,602.5,814,,520.5
07/17/2023,July,2023,596.5,812.5,,518.5
07/18/2023,July,2023,592.5,809.5,,515.5
07/19/2023,July,2023,595.5,814.5,,522.5
07/20/2023,July,2023,595,819.5,,525
07/21/2023,July,2023,598.5,822,,528.5
07/24/2023,July,2023,607.5,839.5,,535
07/25/2023,July,2023,614.5,849.5,,535.5
07/26/2023,July,2023,617.5,858.5,,538.5
07/27/2023,July,2023,622.5,869,,544.5
07/28/2023,July,2023,629,883,,551.5
07/31/2023,July,2023,633.5,896,,562
08/01/2023,August,2023,640.5,910.5,,562.5
08/02/2023,August,2023,647.5,921,,574.5
08/03/2023,August,2023,647,922,,571.5
08/04/2023,August,2023,654.5,928,,578
08/07/2023,August,2023,657.5,929,,579.5
08/08/2023,August,2023,652,928.5,,576.5
08/09/2023,August,2023,657,937,,584.5
08/10/2023,August,2023,667.5,955.5,,592
08/11/2023,August,2023,662.5,949.5,,591.5
08/14/2023,August,2023,662.5,944.5,,589.5
08/15/2023,August,2023,661.5,941.5,,585.5
08/16/2023,August,2023,656.5,947.5,,585.5
08/17/2023,August,2023,653,949,,582.5
08/18/2023,August,2023,654.5,953,,583
08/21/2023,August,2023,657.5,958.5,,588.5
08/22/2023,August,2023,649,950,,585
08/23/2023,August,2023,645.5,956,,579.5
08/24/2023,August,2023,645.5,958.5,,571.5
08/25/2023,August,2023,651,964,,571
08/28/2023,August,2023,654.5,974,,574
08/29/2023,August,2023,657,973,,573
08/30/2023,August,2023,654,974.5,,570
08/31/2023,August,2023,654.5,969,,573
09/01/2023,September,2023,662,971.5,,577
09/04/2023,September,2023,664,970,,578
09/05/2023,September,2023,661,978,,578
09/06/2023,September,2023,662,980.5,,586
09/07/2023,September,2023,668.5,980.5,,590
09/08/2023,September,2023,667,985,,592.5
09/11/2023,September,2023,668.5,"1,000",,591
09/12/2023,September,2023,671,"1,005",,589.5
09/13/2023,September,2023,675,"1,007",,597
09/14/2023,September,2023,681,"1,018",,600
09/15/2023,September,2023,687,"1,024",,603.5
09/18/2023,September,2023,685,"1,021.50",,601
09/19/2023,September,2023,682,"1,013.50",,592
09/20/2023,September,2023,681.5,"1,012.50",,591
09/21/2023,September,2023,677.5,"1,012.50",,589
09/22/2023,September,2023,677.5,"1,016.50",,590.5
09/25/2023,September,2023,674.5,"1,010",,590
09/26/2023,September,2023,672.5,997,,585.5
09/27/2023,September,2023,682.5,"1,002.50",,595
09/28/2023,September,2023,689,"1,010",,601.5
09/29/2023,September,2023,684.5,"1,012.50",,592.5
10/02/2023,October,2023,683,"1,009",,583.5
10/03/2023,October,2023,679,998.5,,571
10/04/2023,October,2023,672,981,,564
10/05/2023,October,2023,649.5,968,,547
10/06/2023,October,2023,647.5,923,,540.5
10/09/2023,October,2023,654,930.5,,544
10/10/2023,October,2023,664.5,949.5,,551
10/11/2023,October,2023,662.5,950.5,,544
10/12/2023,October,2023,667,954,,539.5
10/13/2023,October,2023,672,960,,544.5
10/16/2023,October,2023,680,967,,552
10/17/2023,October,2023,678,970,,552.5
10/18/2023,October,2023,683,970,,560.5
10/19/2023,October,2023,686,958.5,,562
10/20/2023,October,2023,688,964.5,,560.5
10/23/2023,October,2023,686,962,,556
10/24/2023,October,2023,675,952,,551.5
10/25/2023,October,2023,669.5,946,,545
10/26/2023,October,2023,671,944,,543
10/27/2023,October,2023,671,946,,542
10/30/2023,October,2023,673,940,,535.5
10/31/2023,October,2023,674.5,934,,534
11/01/2023,November,2023,680.5,936,,538
11/02/2023,November,2023,678,938,,538.5
11/03/2023,November,2023,678.5,945,,541.5
11/06/2023,November,2023,677.5,933.5,,537
11/07/2023,November,2023,673,921.5,,527.5
11/08/2023,November,2023,664.5,906.5,,517
11/09/2023,November,2023,660.5,892,,512
11/10/2023,November,2023,661,883.5,,515.5
11/13/2023,November,2023,666.5,883,,513.5
11/14/2023,November,2023,674.5,894.5,,519.5
11/15/2023,November,2023,672.5,898.5,,522
11/16/2023,November,2023,666,900,,520.5
11/17/2023,November,2023,658.5,881.5,,517
11/20/2023,November,2023,668,884.5,,519.5
11/21/2023,November,2023,674.5,886.5,,523
11/22/2023,November,2023,673.5,892,,526.5
11/23/2023,November,2023,670,892,,524
11/24/2023,November,2023,665,889.5,,522.5
11/27/2023,November,2023,655.5,881.5,,518.5
11/28/2023,November,2023,653.5,881.5,,521
11/29/2023,November,2023,654,885,,523.5
11/30/2023,November,2023,660.5,885,,528
12/01/2023,December,2023,660,880.5,,522
12/04/2023,December,2023,648.5,872.5,,517
12/05/2023,December,2023,644,859.5,,516
12/06/2023,December,2023,639.5,859,,512
12/07/2023,December,2023,624,851,,501
12/08/2023,December,2023,621.5,848.5,,499.5
12/11/2023,December,2023,620.5,841,,502
12/12/2023,December,2023,617,834.5,,501
12/13/2023,December,2023,609,833,,495.5
12/14/2023,December,2023,611,836,,498.5
12/15/2023,December,2023,618.5,849,,502.5
12/18/2023,December,2023,623,854.5,,502
12/19/2023,December,2023,629,840.5,,507
12/20/2023,December,2023,634,852,,512
12/21/2023,December,2023,637.5,858,,509
12/22/2023,December,2023,639,862,,510.5
12/25/2023,December,2023,639,862,,510.5
12/26/2023,December,2023,637.5,861,,509.5
12/27/2023,December,2023,643.5,861,,513.5
12/28/2023,December,2023,642,851,,510.5
12/29/2023,December,2023,637,854,,508
01/01/2024,January,2024,637,854,,508
01/02/2024,January,2024,636,852,,505.5
01/03/2024,January,2024,633.5,840,,504
01/04/2024,January,2024,633.5,841.5,,506
01/05/2024,January,2024,635,841,,505
01/08/2024,January,2024,631.5,843,,504
01/09/2024,January,2024,625.5,841,,496.5
01/10/2024,January,2024,627,848.5,,503
01/11/2024,January,2024,622.5,848,,497.5
01/12/2024,January,2024,627,851,,501.5
01/15/2024,January,2024,626,850.5,,497
01/16/2024,January,2024,624.5,846,,495
01/17/2024,January,2024,623.5,849,,494
01/18/2024,January,2024,623,847.5,,490.5
01/19/2024,January,2024,630,850,,492
01/22/2024,January,2024,634.5,852,,491.5
01/23/2024,January,2024,635.5,855,,492
01/24/2024,January,2024,641,856,,492.5
01/25/2024,January,2024,647,860.5,,497
01/26/2024,January,2024,654,866,,504
01/29/2024,January,2024,663.5,880.5,,509
01/30/2024,January,2024,665,883.5,,510
01/31/2024,January,2024,666,886,,507.5
02/01/2024,February,2024,660.5,881.5,,499.5
02/02/2024,February,2024,655,876,,497
02/05/2024,February,2024,647.5,866.5,,493
02/06/2024,February,2024,645,869,,494.5
02/07/2024,February,2024,648,873.5,,496.5
02/08/2024,February,2024,650.5,880,,499
02/09/2024,February,2024,657,889,,503
02/12/2024,February,2024,658,892.5,,505
02/13/2024,February,2024,660,899.5,,506
02/14/2024,February,2024,660.5,896,,507.5
02/15/2024,February,2024,661,887,,507
02/16/2024,February,2024,665,896.5,,508
02/19/2024,February,2024,666,893.5,,509
02/20/2024,February,2024,665.5,893.5,,508.5
02/21/2024,February,2024,660.5,886.5,,509
02/22/2024,February,2024,661.5,882,,511.5
02/23/2024,February,2024,663,880,,510.5
02/26/2024,February,2024,656.5,875.5,,504.5
02/27/2024,February,2024,657.5,878,,503.5
02/28/2024,February,2024,662,878.5,,506
02/29/2024,February,2024,662,872,,506
03/01/2024,March,2024,662,875.5,,508.5
03/04/2024,March,2024,666.5,883.5,,513.5
03/05/2024,March,2024,666,878,,510.5
03/06/2024,March,2024,663.5,875.5,,511
03/07/2024,March,2024,663.5,874.5,,512.5
03/08/2024,March,2024,661,874,,513.5
03/11/2024,March,2024,658,878,,511
03/12/2024,March,2024,656.5,875.5,,511.5
03/13/2024,March,2024,657.5,874.5,,512
03/14/2024,March,2024,664.5,875.5,,518.5
03/15/2024,March,2024,666,881.5,,519
03/18/2024,March,2024,669.5,886.5,,528.5
03/19/2024,March,2024,672,901,,527.5
03/20/2024,March,2024,671,902,,530.5
03/21/2024,March,2024,668,895,,527.5
03/22/2024,March,2024,665,892.5,,526
03/25/2024,March,2024,665,892,,527.5
03/26/2024,March,2024,666,885.5,,529.5
03/27/2024,March,2024,664.5,883.5,,527.5
03/28/2024,March,2024,663.5,877.5,,526.5
03/29/2024,March,2024,668.5,878.5,,533.5
04/01/2024,April,2024,666,879.5,,530
04/02/2024,April,2024,669.5,889.5,,534.5
04/03/2024,April,2024,673.5,894,,539.5
04/04/2024,April,2024,674,893.5,,541.5
04/05/2024,April,2024,674.5,901,,543
04/08/2024,April,2024,677,904,,546
04/09/2024,April,2024,673,899,,544
04/10/2024,April,2024,672,898.5,,544.5
04/11/2024,April,2024,671.5,901.5,,543
04/12/2024,April,2024,672,896,,543.5
04/15/2024,April,2024,672.5,896.5,,544.5
04/16/2024,April,2024,672.5,892,,546
04/17/2024,April,2024,672,885,,547
04/18/2024,April,2024,665.5,870.5,,543.5
04/19/2024,April,2024,665,864,,543
04/22/2024,April,2024,661.5,859,,540.5
04/23/2024,April,2024,662.5,858.5,,542.5
04/24/2024,April,2024,664,856.5,,543.5
04/25/2024,April,2024,662,855,,549
04/26/2024,April,2024,664,855,,548
04/29/2024,April,2024,666,856,,551
04/30/2024,April,2024,662,851,,551
05/01/2024,May,2024,658.5,848.5,,550
05/02/2024,May,2024,645,832,,541.5
05/03/2024,May,2024,645.5,827,,538
05/06/2024,May,2024,646,825.5,,534
05/07/2024,May,2024,644,825.5,,537.5
05/08/2024,May,2024,639,821.5,,533.5
05/09/2024,May,2024,642.5,824.5,,536
05/10/2024,May,2024,645.5,830.5,,538.5
05/13/2024,May,2024,640,821.5,,533.5
05/14/2024,May,2024,639.5,820,,531.5
05/15/2024,May,2024,636,815.5,,530
05/16/2024,May,2024,637,816,,531
05/17/2024,May,2024,637,819,,531.5
05/20/2024,May,2024,638,826.5,,536
05/21/2024,May,2024,635,821.5,,536
05/22/2024,May,2024,629,815,,533
05/23/2024,May,2024,625,811.5,,529.5
05/24/2024,May,2024,620.5,807.5,,529.5
05/27/2024,May,2024,621.5,808,,531
05/28/2024,May,2024,622,811,,537.5
05/29/2024,May,2024,628.5,812.5,,542.5
05/30/2024,May,2024,627,811.5,,542.5
05/31/2024,May,2024,619.5,802,,537
06/03/2024,June,2024,615.5,795,,535
06/04/2024,June,2024,606.5,788.5,,528
06/05/2024,June,2024,597.5,782.5,,521.5
06/06/2024,June,2024,599,775.5,,520
06/07/2024,June,2024,606.5,786.5,,525
06/10/2024,June,2024,606.5,792.5,,523.5
06/11/2024,June,2024,611.5,789,,531
06/12/2024,June,2024,615.5,794.5,,532.5
06/13/2024,June,2024,616.5,801,,533
06/14/2024,June,2024,616.5,803,,531
